"comment","length","nefe","mfei1","mfei2","mfei3","mfei4","tot_bases","n_stems","n_loops","dP","dG","diff","gccontent","aa","ac","ag","au","ca","cc","cg","cu","ga","gc","gg","gu","ua","uc","ug","uu"
"random_seq_from_cds__NO_18357",89,-0.227191011235955,-0.304706954145156,-0.02776886035313,-0.0485955056179775,-0.19438202247191,89,7,4,1,-0.19438202247191,0.0328089887640449,0.637931034482759,0.0795454545454545,0.0340909090909091,0.0340909090909091,0.0909090909090909,0.0795454545454545,0.0454545454545455,0,0.0909090909090909,0.0568181818181818,0.0568181818181818,0.0568181818181818,0.0340909090909091,0.0227272727272727,0.0795454545454545,0.113636363636364,0.125
"random_seq_from_cds__NO_51172",81,-0.399753086419753,-0.446502057613169,-0.054673721340388,-0.0637860082304527,-0.382716049382716,81,7,6,1,-0.382716049382716,0.0170370370370371,0.857142857142857,0.0125,0.0375,0.0625,0.0125,0.075,0.1625,0.1125,0.1,0.0125,0.175,0.0875,0.025,0.025,0.075,0.025,0
"random_seq_from_cds__NO_19800",81,-0.229135802469136,-0.342542542542542,-0.0546296296296296,-0.0546296296296296,-0.218518518518519,81,4,4,1,-0.218518518518519,0.0106172839506173,0.637931034482759,0.1125,0.1,0.05,0,0.05,0.025,0.0375,0.15,0.075,0.0875,0,0.025,0.025,0.05,0.1,0.1125
"random_seq_from_cds__NO_5889",68,-0.38,-0.472127222982216,-0.123039215686275,-0.123039215686275,-0.369117647058824,68,3,3,1,-0.369117647058824,0.0108823529411765,0.781818181818182,0.0149253731343284,0.0298507462686567,0.0746268656716418,0.0597014925373134,0.0597014925373134,0.0895522388059701,0.0746268656716418,0.0895522388059701,0.0597014925373134,0.119402985074627,0.104477611940299,0.0298507462686567,0.0298507462686567,0.0895522388059701,0.0597014925373134,0.0149253731343284
"random_seq_from_cds__NO_51128",82,-0.313780487804878,-0.434843205574913,-0.0713414634146341,-0.0951219512195122,-0.285365853658537,82,4,3,1,-0.285365853658537,0.0284146341463415,0.65625,0.0617283950617284,0.0617283950617284,0.111111111111111,0.037037037037037,0.0864197530864197,0.0493827160493827,0,0.123456790123457,0.0740740740740741,0.0617283950617284,0.0987654320987654,0.0246913580246914,0.037037037037037,0.0864197530864197,0.0493827160493827,0.037037037037037
"random_seq_from_cds__NO_70431",84,-0.231071428571429,-0.326607142857143,-0.0526785714285714,-0.0702380952380952,-0.210714285714286,84,4,3,1,-0.210714285714286,0.0203571428571429,0.645161290322581,0.0602409638554217,0.0963855421686747,0.0481927710843374,0.0602409638554217,0.120481927710843,0.0240963855421687,0.036144578313253,0.0602409638554217,0.0481927710843374,0.0481927710843374,0.0602409638554217,0.072289156626506,0.036144578313253,0.072289156626506,0.0843373493975904,0.072289156626506
"random_seq_from_cds__NO_70432",81,-0.289876543209877,-0.356897477187332,-0.067283950617284,-0.0897119341563786,-0.269135802469136,81,4,3,1,-0.269135802469136,0.0207407407407407,0.754098360655738,0.0375,0.0875,0.05,0.0125,0.0875,0.075,0.025,0.125,0.025,0.075,0.1,0.05,0.025,0.075,0.0875,0.0625
"random_seq_from_cds__NO_71965",99,-0.331010101010101,-0.4530798177857,-0.0506734006734007,-0.0608080808080808,-0.304040404040404,99,6,5,1,-0.304040404040404,0.026969696969697,0.671052631578947,0.0714285714285714,0.0204081632653061,0.102040816326531,0.0612244897959184,0.0510204081632653,0.0510204081632653,0.0102040816326531,0.0918367346938776,0.112244897959184,0.0408163265306122,0.102040816326531,0.0510204081632653,0.0204081632653061,0.0918367346938776,0.102040816326531,0.0204081632653061
"random_seq_from_cds__NO_23740",106,-0.305283018867925,-0.406585631349782,-0.0724056603773585,-0.0965408805031446,-0.289622641509434,106,4,3,1,-0.289622641509434,0.0156603773584906,0.712328767123288,0.0571428571428571,0.019047619047619,0.0761904761904762,0.0476190476190476,0.0666666666666667,0.0571428571428571,0.0285714285714286,0.0571428571428571,0.0571428571428571,0.0380952380952381,0.104761904761905,0.0761904761904762,0.019047619047619,0.0857142857142857,0.0761904761904762,0.133333333333333
"random_seq_from_cds__NO_51121",89,-0.355842696629214,-0.485330836454432,-0.0582397003745318,-0.174719101123596,-0.349438202247191,89,6,2,1,-0.349438202247191,0.00640449438202251,0.72,0.0681818181818182,0.0227272727272727,0.136363636363636,0.0113636363636364,0.0681818181818182,0.0681818181818182,0.0568181818181818,0.102272727272727,0.0681818181818182,0.147727272727273,0.0681818181818182,0.0227272727272727,0.0227272727272727,0.0681818181818182,0.0454545454545455,0.0227272727272727
"random_seq_from_cds__NO_51125",99,-0.222525252525253,-0.353246753246753,-0.0294372294372294,-0.0412121212121212,-0.206060606060606,99,7,5,1,-0.206060606060606,0.0164646464646465,0.583333333333333,0.0816326530612245,0.0408163265306122,0.0918367346938776,0.0816326530612245,0.0918367346938776,0.0306122448979592,0,0.0408163265306122,0.0816326530612245,0,0.112244897959184,0.0714285714285714,0.0510204081632653,0.0816326530612245,0.0612244897959184,0.0816326530612245
"random_seq_from_cds__NO_71966",89,-0.224831460674157,-0.407576243980738,-0.051685393258427,-0.051685393258427,-0.206741573033708,89,4,4,1,-0.206741573033708,0.0180898876404495,0.507246376811594,0.170454545454545,0.0340909090909091,0.113636363636364,0.0568181818181818,0.0909090909090909,0.0340909090909091,0,0.0227272727272727,0.0568181818181818,0.0454545454545455,0.102272727272727,0.0454545454545455,0.0681818181818182,0.0227272727272727,0.0340909090909091,0.102272727272727
"random_seq_from_cds__NO_37633",81,-0.452962962962963,-0.492017879948914,-0.0709876543209877,-0.0851851851851852,-0.425925925925926,81,6,5,1,-0.425925925925926,0.027037037037037,0.865671641791045,0.0125,0,0.0875,0.0125,0.025,0.1,0.0875,0.05,0.0625,0.15,0.1375,0.1,0.0125,0.0125,0.1375,0.0125
"random_seq_from_cds__NO_19855",68,-0.240294117647059,-0.360399159663866,-0.0429411764705882,-0.0429411764705882,-0.214705882352941,68,5,5,1,-0.214705882352941,0.0255882352941177,0.595744680851064,0.119402985074627,0,0.0895522388059701,0.0597014925373134,0.0597014925373134,0.0149253731343284,0.0298507462686567,0.0597014925373134,0.0447761194029851,0.0447761194029851,0.0298507462686567,0.134328358208955,0.0597014925373134,0.0895522388059701,0.104477611940299,0.0597014925373134
"random_seq_from_cds__NO_37634",87,-0.462988505747126,-0.546598831731675,-0.150191570881226,-0.225287356321839,-0.450574712643678,87,3,2,1,-0.450574712643678,0.0124137931034483,0.824324324324324,0.0116279069767442,0.0232558139534884,0.0930232558139535,0.0116279069767442,0.0581395348837209,0.0697674418604651,0.116279069767442,0.0813953488372093,0.0581395348837209,0.174418604651163,0.127906976744186,0.0232558139534884,0.0232558139534884,0.0465116279069767,0.0465116279069767,0.0348837209302326
"random_seq_from_cds__NO_43659",87,-0.364022988505747,-0.458949096880131,-0.0691954022988506,-0.0864942528735632,-0.345977011494253,87,5,4,1,-0.345977011494253,0.0180459770114942,0.753846153846154,0.0116279069767442,0.0116279069767442,0.116279069767442,0.0348837209302326,0.116279069767442,0.104651162790698,0,0.0930232558139535,0.0116279069767442,0.104651162790698,0.0697674418604651,0.0697674418604651,0.0465116279069767,0.0930232558139535,0.0697674418604651,0.0465116279069767
"random_seq_from_cds__NO_23743",75,-0.3316,-0.420325203252033,-0.0522222222222222,-0.0783333333333333,-0.313333333333333,75,6,4,1,-0.313333333333333,0.0182666666666667,0.745454545454545,0.027027027027027,0.0675675675675676,0.0810810810810811,0.0135135135135135,0.0810810810810811,0.0540540540540541,0.027027027027027,0.108108108108108,0.0405405405405405,0.0810810810810811,0.0810810810810811,0.0675675675675676,0.0405405405405405,0.0675675675675676,0.0945945945945946,0.0675675675675676
"random_seq_from_cds__NO_23741",68,-0.329117647058824,-0.391704374057315,-0.0623529411764706,-0.0623529411764706,-0.311764705882353,68,5,5,1,-0.311764705882353,0.0173529411764706,0.795918367346939,0.0149253731343284,0.0298507462686567,0.0447761194029851,0.0597014925373134,0.0597014925373134,0.0746268656716418,0.0298507462686567,0.119402985074627,0.0597014925373134,0.104477611940299,0.0746268656716418,0.0597014925373134,0.0149253731343284,0.0746268656716418,0.134328358208955,0.0447761194029851
"random_seq_from_cds__NO_56678",87,-0.208850574712644,-0.319363395225464,-0.0329501915708812,-0.0395402298850575,-0.197701149425287,87,6,5,1,-0.197701149425287,0.0111494252873564,0.619047619047619,0.0813953488372093,0.0232558139534884,0.0930232558139535,0.0697674418604651,0.0581395348837209,0.0581395348837209,0,0.0232558139534884,0.0930232558139535,0.0116279069767442,0.0930232558139535,0.116279069767442,0.0348837209302326,0.0465116279069767,0.127906976744186,0.0697674418604651
"random_seq_from_cds__NO_51118",71,-0.28,-0.352705707931801,-0.0515492957746479,-0.0644366197183099,-0.257746478873239,71,5,4,1,-0.257746478873239,0.0222535211267605,0.730769230769231,0.0571428571428571,0.0285714285714286,0.0857142857142857,0.0285714285714286,0.0571428571428571,0.114285714285714,0.0428571428571429,0.0714285714285714,0.0857142857142857,0.0428571428571429,0.0714285714285714,0.0571428571428571,0,0.1,0.0571428571428571,0.1
"random_seq_from_cds__NO_5871",87,-0.188390804597701,-0.26117816091954,-0.019029374201788,-0.028544061302682,-0.171264367816092,87,9,6,1,-0.171264367816092,0.0171264367816092,0.655737704918033,0.0581395348837209,0.0465116279069767,0.0697674418604651,0.0697674418604651,0.0581395348837209,0.0813953488372093,0.0116279069767442,0.104651162790698,0.0697674418604651,0.0697674418604651,0.0232558139534884,0.0348837209302326,0.0581395348837209,0.0581395348837209,0.104651162790698,0.0813953488372093
"random_seq_from_cds__NO_43661",81,-0.293086419753086,-0.389538661468486,-0.067283950617284,-0.067283950617284,-0.269135802469136,81,4,4,1,-0.269135802469136,0.0239506172839506,0.690909090909091,0.0875,0.0375,0.0625,0.025,0.0625,0.0625,0.0125,0.1,0.0375,0.075,0.0625,0.0625,0.025,0.0625,0.0875,0.1375
"random_seq_from_cds__NO_5873",88,-0.189090909090909,-0.239545454545455,-0.0217329545454545,-0.0347727272727273,-0.173863636363636,88,8,5,1,-0.173863636363636,0.0152272727272727,0.725806451612903,0.0229885057471264,0.0919540229885057,0.0114942528735632,0.0574712643678161,0.0804597701149425,0.0689655172413793,0.103448275862069,0.0804597701149425,0.0574712643678161,0.0229885057471264,0.0344827586206897,0.0689655172413793,0.0229885057471264,0.149425287356322,0.0344827586206897,0.0919540229885057
"random_seq_from_cds__NO_5874",75,-0.307333333333333,-0.372173913043478,-0.0951111111111111,-0.0951111111111111,-0.285333333333333,75,3,3,1,-0.285333333333333,0.022,0.766666666666667,0.0405405405405405,0.027027027027027,0.0945945945945946,0.0135135135135135,0.0810810810810811,0.0945945945945946,0.0540540540540541,0.121621621621622,0.0540540540540541,0.0945945945945946,0.0675675675675676,0.0540540540540541,0.0135135135135135,0.135135135135135,0.0540540540540541,0
"random_seq_from_cds__NO_51110",67,-0.379402985074627,-0.507827529021559,-0.0749253731343284,-0.124875621890547,-0.374626865671642,67,5,3,1,-0.374626865671642,0.00477611940298506,0.737704918032787,0.0303030303030303,0.0606060606060606,0.121212121212121,0.0151515151515152,0.0303030303030303,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.166666666666667,0.0757575757575758,0.181818181818182,0,0.0151515151515152,0.0151515151515152,0.0303030303030303,0.0303030303030303
"random_seq_from_cds__NO_71956",110,-0.351727272727273,-0.448680351906158,-0.0467532467532468,-0.327272727272727,-0.327272727272727,110,7,1,1,-0.327272727272727,0.0244545454545455,0.729411764705882,0.0642201834862385,0.0275229357798165,0.0642201834862385,0.0458715596330275,0.0825688073394495,0.100917431192661,0.018348623853211,0.100917431192661,0.0458715596330275,0.055045871559633,0.110091743119266,0.055045871559633,0.018348623853211,0.110091743119266,0.073394495412844,0.0275229357798165
"random_seq_from_cds__NO_5879",81,-0.281728395061728,-0.354195011337868,-0.0438271604938272,-0.0525925925925926,-0.262962962962963,81,6,5,1,-0.262962962962963,0.0187654320987655,0.742424242424242,0.0625,0.0375,0.0875,0.025,0.1,0.075,0.075,0.075,0.0375,0.125,0.075,0.05,0.0125,0.075,0.05,0.0375
"random_seq_from_cds__NO_71955",86,-0.25046511627907,-0.353752642706131,-0.0322259136212625,-0.112790697674419,-0.225581395348837,86,7,2,1,-0.225581395348837,0.0248837209302326,0.63768115942029,0.0823529411764706,0.0352941176470588,0.152941176470588,0.0235294117647059,0.0823529411764706,0.0705882352941176,0.0117647058823529,0.0705882352941176,0.0941176470588235,0.0705882352941176,0.0470588235294118,0.0588235294117647,0.0352941176470588,0.0588235294117647,0.0588235294117647,0.0470588235294118
"random_seq_from_cds__NO_23735",100,-0.2616,-0.299444444444444,-0.0385,-0.05775,-0.231,100,6,4,1,-0.231,0.0306,0.771428571428571,0.0101010101010101,0.0303030303030303,0.101010101010101,0.0202020202020202,0.0707070707070707,0.0808080808080808,0.0101010101010101,0.131313131313131,0.0808080808080808,0.0808080808080808,0.0202020202020202,0.0606060606060606,0,0.101010101010101,0.111111111111111,0.0909090909090909
"random_seq_from_cds__NO_19867",84,-0.2075,-0.27992277992278,-0.0297619047619048,-0.0446428571428571,-0.178571428571429,84,6,4,1,-0.178571428571429,0.0289285714285714,0.637931034482759,0.0602409638554217,0.0602409638554217,0.072289156626506,0.0481927710843374,0.0843373493975904,0.036144578313253,0.0120481927710843,0.132530120481928,0.0120481927710843,0.0843373493975904,0.0240963855421687,0.0602409638554217,0.0963855421686747,0.072289156626506,0.072289156626506,0.072289156626506
"random_seq_from_cds__NO_70419",75,-0.2804,-0.366363636363636,-0.0433333333333333,-0.0433333333333333,-0.26,75,6,6,1,-0.26,0.0204,0.709677419354839,0.0405405405405405,0.0675675675675676,0.0945945945945946,0.0405405405405405,0.148648648648649,0.0405405405405405,0.027027027027027,0.0675675675675676,0.0540540540540541,0.148648648648649,0.0675675675675676,0.027027027027027,0,0.0405405405405405,0.108108108108108,0.027027027027027
"random_seq_from_cds__NO_43663",79,-0.255443037974684,-0.30084388185654,-0.0582278481012658,-0.0776371308016878,-0.232911392405063,79,4,3,1,-0.232911392405063,0.0225316455696203,0.774193548387097,0.0512820512820513,0.0256410256410256,0.0769230769230769,0.0128205128205128,0.0512820512820513,0.141025641025641,0.0128205128205128,0.102564102564103,0.0641025641025641,0.0769230769230769,0.0769230769230769,0.0897435897435897,0.0128205128205128,0.0641025641025641,0.128205128205128,0.0128205128205128
"random_seq_from_cds__NO_43662",80,-0.3165,-0.40046875,-0.0970833333333333,-0.0970833333333333,-0.29125,80,3,3,1,-0.29125,0.02525,0.727272727272727,0.0506329113924051,0.0126582278481013,0.0632911392405063,0.0632911392405063,0.0506329113924051,0.0759493670886076,0,0.126582278481013,0.0506329113924051,0.0506329113924051,0.0886075949367089,0.0632911392405063,0.0379746835443038,0.113924050632911,0.10126582278481,0.0506329113924051
"random_seq_from_cds__NO_43669",110,-0.232090909090909,-0.269971590909091,-0.0251136363636364,-0.0334848484848485,-0.200909090909091,110,8,6,1,-0.200909090909091,0.0311818181818182,0.744186046511628,0.0275229357798165,0.0642201834862385,0.073394495412844,0.036697247706422,0.110091743119266,0.110091743119266,0.0458715596330275,0.0917431192660551,0.0458715596330275,0.073394495412844,0.0458715596330275,0.055045871559633,0.018348623853211,0.110091743119266,0.055045871559633,0.036697247706422
"random_seq_from_cds__NO_23739",78,-0.38,-0.462019230769231,-0.178846153846154,-0.178846153846154,-0.357692307692308,78,2,2,1,-0.357692307692308,0.0223076923076923,0.774193548387097,0.025974025974026,0.012987012987013,0.12987012987013,0,0.038961038961039,0.051948051948052,0.038961038961039,0.038961038961039,0.116883116883117,0.0779220779220779,0.155844155844156,0.103896103896104,0,0.025974025974026,0.12987012987013,0.051948051948052
"random_seq_from_cds__NO_69033",74,-0.326621621621622,-0.448585795097423,-0.105405405405405,-0.158108108108108,-0.316216216216216,74,3,2,1,-0.316216216216216,0.0104054054054055,0.704918032786885,0.0821917808219178,0.0273972602739726,0.10958904109589,0.0273972602739726,0.0684931506849315,0.0821917808219178,0.0136986301369863,0.0821917808219178,0.0684931506849315,0.0684931506849315,0.136986301369863,0.0547945205479452,0.0273972602739726,0.0547945205479452,0.0821917808219178,0.0136986301369863
"random_seq_from_cds__NO_56651",100,-0.2143,-0.328390243902439,-0.022,-0.022,-0.198,100,9,9,1,-0.198,0.0163,0.602941176470588,0.101010101010101,0.0303030303030303,0.0808080808080808,0.0606060606060606,0.0505050505050505,0.0505050505050505,0.0101010101010101,0.101010101010101,0.0303030303030303,0.0606060606060606,0.0404040404040404,0.0606060606060606,0.0909090909090909,0.0606060606060606,0.0707070707070707,0.101010101010101
"random_seq_from_cds__NO_2938",82,-0.239634146341463,-0.32940379403794,-0.045609756097561,-0.045609756097561,-0.228048780487805,82,5,5,1,-0.228048780487805,0.0115853658536585,0.692307692307692,0.0740740740740741,0.0740740740740741,0.0740740740740741,0.0246913580246914,0.0740740740740741,0.135802469135802,0.037037037037037,0.0617283950617284,0.0740740740740741,0.0617283950617284,0.0740740740740741,0.037037037037037,0.0246913580246914,0.037037037037037,0.0617283950617284,0.0740740740740741
"random_seq_from_cds__NO_18307",89,-0.188988764044944,-0.319136235955056,-0.0418539325842697,-0.0418539325842697,-0.167415730337079,89,4,4,1,-0.167415730337079,0.0215730337078652,0.524590163934426,0.125,0.0454545454545455,0.0909090909090909,0.0681818181818182,0.0454545454545455,0.0113636363636364,0,0.0568181818181818,0.113636363636364,0,0.0681818181818182,0.0568181818181818,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.136363636363636
"random_seq_from_cds__NO_23761",89,-0.204831460674157,-0.345168539325843,-0.0235955056179775,-0.0629213483146067,-0.18876404494382,89,8,3,1,-0.18876404494382,0.0160674157303371,0.546875,0.170454545454545,0.0340909090909091,0.0681818181818182,0.0454545454545455,0.0227272727272727,0.0227272727272727,0,0.113636363636364,0.102272727272727,0.0227272727272727,0.102272727272727,0.0113636363636364,0.0227272727272727,0.0795454545454545,0.0681818181818182,0.113636363636364
"random_seq_from_cds__NO_53281",80,-0.23375,-0.337857142857143,-0.0716666666666667,-0.1075,-0.215,80,3,2,1,-0.215,0.01875,0.636363636363636,0.0759493670886076,0.0506329113924051,0.0759493670886076,0.0379746835443038,0.0126582278481013,0.0379746835443038,0.0253164556962025,0.126582278481013,0.0632911392405063,0.0379746835443038,0.0506329113924051,0.0886075949367089,0.10126582278481,0.0759493670886076,0.0886075949367089,0.0506329113924051
"random_seq_from_cds__NO_53285",87,-0.308735632183908,-0.370970328789094,-0.0492337164750958,-0.0738505747126437,-0.295402298850575,87,6,4,1,-0.295402298850575,0.0133333333333333,0.796296296296296,0.0348837209302326,0.0465116279069767,0.0232558139534884,0.0232558139534884,0.0581395348837209,0.0348837209302326,0,0.162790697674419,0.0232558139534884,0.0581395348837209,0.0930232558139535,0.0697674418604651,0.0116279069767442,0.104651162790698,0.127906976744186,0.127906976744186
"random_seq_from_cds__NO_18303",93,-0.235698924731183,-0.335557184750733,-0.0427956989247312,-0.071326164874552,-0.213978494623656,93,5,3,1,-0.213978494623656,0.0217204301075269,0.63768115942029,0.0978260869565217,0.0543478260869565,0.0652173913043478,0.0543478260869565,0.0760869565217391,0.0217391304347826,0.0217391304347826,0.0652173913043478,0.0652173913043478,0.0869565217391304,0.0652173913043478,0.0760869565217391,0.0326086956521739,0.0217391304347826,0.130434782608696,0.0652173913043478
"random_seq_from_cds__NO_43674",110,-0.329636363636364,-0.478712121212121,-0.0537878787878788,-0.0645454545454545,-0.322727272727273,110,6,5,1,-0.322727272727273,0.00690909090909086,0.674157303370786,0.0642201834862385,0.0642201834862385,0.0825688073394495,0.055045871559633,0.100917431192661,0.0458715596330275,0.036697247706422,0.0642201834862385,0.0917431192660551,0.110091743119266,0.0458715596330275,0.0458715596330275,0.00917431192660551,0.036697247706422,0.119266055045872,0.0275229357798165
"random_seq_from_cds__NO_43683",88,-0.313522727272727,-0.392148760330579,-0.0492424242424242,-0.0590909090909091,-0.295454545454545,88,6,5,1,-0.295454545454545,0.0180681818181818,0.753424657534247,0.0459770114942529,0.103448275862069,0.0344827586206897,0.0229885057471264,0.103448275862069,0.160919540229885,0.0459770114942529,0.0689655172413793,0.0229885057471264,0.0574712643678161,0.103448275862069,0.0574712643678161,0.0344827586206897,0.0689655172413793,0.0574712643678161,0.0114942528735632
"random_seq_from_cds__NO_69043",82,-0.355609756097561,-0.426737229636447,-0.0571138211382114,-0.171341463414634,-0.342682926829268,82,6,2,1,-0.342682926829268,0.0129268292682926,0.803030303030303,0,0.0493827160493827,0.0864197530864197,0.0246913580246914,0.111111111111111,0.0987654320987654,0.0493827160493827,0.0493827160493827,0.037037037037037,0.0987654320987654,0.135802469135802,0.0617283950617284,0,0.0617283950617284,0.0740740740740741,0.0617283950617284
"random_seq_from_cds__NO_69048",72,-0.281111111111111,-0.309193121693122,-0.129861111111111,-0.129861111111111,-0.259722222222222,72,2,2,1,-0.259722222222222,0.0213888888888889,0.84,0,0,0.0845070422535211,0.028169014084507,0.0563380281690141,0.0985915492957746,0.028169014084507,0.0985915492957746,0.0422535211267606,0.0704225352112676,0.0985915492957746,0.0985915492957746,0.0140845070422535,0.0985915492957746,0.0985915492957746,0.0845070422535211
"random_seq_from_cds__NO_69046",78,-0.420897435897436,-0.507074175824176,-0.0823076923076923,-0.0823076923076923,-0.411538461538462,78,5,5,1,-0.411538461538462,0.00935897435897431,0.811594202898551,0,0.025974025974026,0.12987012987013,0.012987012987013,0.0779220779220779,0.0649350649350649,0.0779220779220779,0.0779220779220779,0.0779220779220779,0.181818181818182,0.142857142857143,0.012987012987013,0.012987012987013,0.025974025974026,0.0649350649350649,0.012987012987013
"random_seq_from_cds__NO_51139",81,-0.242962962962963,-0.34641975308642,-0.0567901234567901,-0.0757201646090535,-0.22716049382716,81,4,3,1,-0.22716049382716,0.0158024691358025,0.655737704918033,0.0875,0.025,0.075,0.0625,0.1125,0.0125,0.025,0.075,0.0625,0.0625,0.0875,0.0625,0,0.125,0.075,0.05
"random_seq_from_cds__NO_53279",102,-0.207941176470588,-0.292885872297637,-0.0374509803921569,-0.0624183006535948,-0.187254901960784,102,5,3,1,-0.187254901960784,0.0206862745098039,0.639344262295082,0.0396039603960396,0.0495049504950495,0.0792079207920792,0.0495049504950495,0.0495049504950495,0.0396039603960396,0,0.0792079207920792,0.0396039603960396,0.0594059405940594,0.0495049504950495,0.0594059405940594,0.0891089108910891,0.0297029702970297,0.0792079207920792,0.207920792079208
"random_seq_from_cds__NO_53278",90,-0.195666666666667,-0.273247863247863,-0.0308888888888889,-0.0386111111111111,-0.154444444444444,90,5,4,1,-0.154444444444444,0.0412222222222222,0.565217391304348,0.0561797752808989,0.0112359550561798,0.0674157303370786,0.0786516853932584,0.0337078651685393,0,0,0.0449438202247191,0.0674157303370786,0.0112359550561798,0.0337078651685393,0.101123595505618,0.0674157303370786,0.0561797752808989,0.101123595505618,0.269662921348315
"random_seq_from_cds__NO_2921",89,-0.244044943820225,-0.338610827374872,-0.0458426966292135,-0.0764044943820225,-0.229213483146067,89,5,3,1,-0.229213483146067,0.0148314606741573,0.676923076923077,0.0909090909090909,0.0227272727272727,0.0795454545454545,0.0340909090909091,0.0681818181818182,0.0909090909090909,0.0227272727272727,0.0909090909090909,0.0340909090909091,0.0568181818181818,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.0795454545454545,0.0568181818181818
"random_seq_from_cds__NO_18312",69,-0.297391304347826,-0.455527950310559,-0.0699275362318841,-0.0932367149758454,-0.279710144927536,69,4,3,1,-0.279710144927536,0.0176811594202898,0.614035087719298,0.132352941176471,0.0735294117647059,0.0588235294117647,0.0588235294117647,0.0882352941176471,0.0735294117647059,0.0294117647058824,0.0441176470588235,0.0735294117647059,0.0735294117647059,0.0882352941176471,0.0294117647058824,0.0147058823529412,0.0294117647058824,0.0882352941176471,0.0441176470588235
"random_seq_from_cds__NO_37627",71,-0.302394366197183,-0.360965794768612,-0.072887323943662,-0.072887323943662,-0.291549295774648,71,4,4,1,-0.291549295774648,0.0108450704225352,0.807692307692308,0.0428571428571429,0.0428571428571429,0.0428571428571429,0.0142857142857143,0.0714285714285714,0.114285714285714,0.0571428571428571,0.128571428571429,0.0285714285714286,0.0857142857142857,0.0571428571428571,0.0571428571428571,0,0.128571428571429,0.0571428571428571,0.0714285714285714
"random_seq_from_cds__NO_18315",75,-0.2652,-0.349298245614035,-0.0804444444444444,-0.0804444444444444,-0.241333333333333,75,3,3,1,-0.241333333333333,0.0238666666666666,0.690909090909091,0.0945945945945946,0.027027027027027,0.0675675675675676,0.0405405405405405,0.0405405405405405,0.0135135135135135,0.0405405405405405,0.0405405405405405,0.0810810810810811,0.0810810810810811,0.121621621621622,0.0810810810810811,0.0135135135135135,0.027027027027027,0.135135135135135,0.0945945945945946
"random_seq_from_cds__NO_23758",75,-0.366533333333333,-0.518736842105263,-0.117333333333333,-0.176,-0.352,75,3,2,1,-0.352,0.0145333333333333,0.678571428571429,0.027027027027027,0.027027027027027,0.108108108108108,0.0810810810810811,0.0945945945945946,0,0.0405405405405405,0.0540540540540541,0.0675675675675676,0.148648648648649,0.0540540540540541,0.0405405405405405,0.0540540540540541,0.0135135135135135,0.108108108108108,0.0810810810810811
"random_seq_from_cds__NO_18316",85,-0.206352941176471,-0.406451612903226,-0.04,-0.05,-0.2,85,5,4,1,-0.2,0.00635294117647056,0.492063492063492,0.130952380952381,0.0714285714285714,0.0714285714285714,0.107142857142857,0.0952380952380952,0.0357142857142857,0.0238095238095238,0.0357142857142857,0.0595238095238095,0.0476190476190476,0.0357142857142857,0.0238095238095238,0.0833333333333333,0.0476190476190476,0.0357142857142857,0.0952380952380952
"random_seq_from_cds__NO_56643",89,-0.257415730337079,-0.421382362955397,-0.0496629213483146,-0.124157303370787,-0.248314606741573,89,5,2,1,-0.248314606741573,0.00910112359550561,0.589285714285714,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0681818181818182,0.0113636363636364,0.0454545454545455,0.0113636363636364,0.0795454545454545,0.0681818181818182,0.0227272727272727,0.0795454545454545,0.0568181818181818,0.0909090909090909,0.0340909090909091,0.0909090909090909,0.159090909090909
"random_seq_from_cds__NO_56645",84,-0.245357142857143,-0.365437788018433,-0.0544642857142857,-0.0726190476190476,-0.217857142857143,84,4,3,1,-0.217857142857143,0.0275,0.596153846153846,0.108433734939759,0.0120481927710843,0.036144578313253,0.0963855421686747,0.036144578313253,0.036144578313253,0.0120481927710843,0.0602409638554217,0.0602409638554217,0,0.072289156626506,0.0843373493975904,0.0481927710843374,0.0963855421686747,0.0963855421686747,0.144578313253012
"random_seq_from_cds__NO_55106",80,-0.214875,-0.320833333333333,-0.0385,-0.048125,-0.1925,80,5,4,1,-0.1925,0.022375,0.6,0.10126582278481,0.0126582278481013,0.0379746835443038,0.126582278481013,0.113924050632911,0.0759493670886076,0,0.0506329113924051,0.0126582278481013,0.0632911392405063,0.0379746835443038,0.0632911392405063,0.0379746835443038,0.0886075949367089,0.10126582278481,0.0759493670886076
"random_seq_from_cds__NO_54350",84,-0.244047619047619,-0.324252491694352,-0.0544642857142857,-0.0726190476190476,-0.217857142857143,84,4,3,1,-0.217857142857143,0.0261904761904762,0.671875,0.0481927710843374,0.036144578313253,0.108433734939759,0.0602409638554217,0.072289156626506,0.0843373493975904,0,0.0602409638554217,0.0963855421686747,0.0481927710843374,0.072289156626506,0.072289156626506,0.0240963855421687,0.0602409638554217,0.108433734939759,0.0481927710843374
